79.3 , 55.0
73.7 , 54.9
68.0 , 54.8
62.4 , 54.8
56.7 , 54.7
51.1 , 54.6
45.4 , 54.6
39.7 , 54.5
34.1 , 54.4
28.4 , 54.4
22.7 , 54.3
17.0 , 54.2
11.3 , 54.1
5.6 , 54.1
359.9 , 54.0
354.2 , 53.9
348.5 , 53.9
342.8 , 53.8
337.1 , 53.7
331.4 , 53.6
325.6 , 53.6
319.9 , 53.5
314.1 , 53.4
308.4 , 53.4
302.6 , 53.3
296.9 , 53.2
291.1 , 53.1
285.4 , 53.1
279.6 , 53.0
273.8 , 52.9
268.0 , 52.9
262.2 , 52.8
256.4 , 52.7
250.6 , 52.6
244.8 , 52.6
239.0 , 52.5
233.2 , 52.4
227.4 , 52.4
221.5 , 52.3
215.7 , 52.2
209.8 , 52.1
204.0 , 52.1
198.1 , 52.0
192.3 , 51.9
186.4 , 51.8
180.5 , 51.8
174.7 , 51.7
168.8 , 51.6
162.9 , 51.6
157.0 , 51.5
151.1 , 51.4
145.2 , 51.3
139.3 , 51.3
133.4 , 51.2
127.4 , 51.1
121.5 , 51.0
115.6 , 51.0
109.6 , 50.9
103.7 , 50.8
97.7 , 50.7
91.8 , 50.7
85.8 , 50.6
79.8 , 50.5
73.8 , 50.4
67.8 , 50.4
61.8 , 50.3
55.8 , 50.2
49.8 , 50.1
43.8 , 50.1
37.8 , 50.0
31.8 , 49.9
25.7 , 49.8
19.7 , 49.8
13.6 , 49.7
7.6 , 49.6
1.5 , 49.5
355.5 , 49.5
349.4 , 49.4
343.3 , 49.3
337.2 , 49.2
331.1 , 49.2
325.0 , 49.1
318.9 , 49.0
312.8 , 48.9
306.7 , 48.9
300.5 , 48.8
294.4 , 48.7
288.3 , 48.6
282.1 , 48.6
275.9 , 48.5
269.8 , 48.4
263.6 , 48.3
257.4 , 48.3
251.2 , 48.2
245.0 , 48.1
238.8 , 48.0
232.6 , 47.9
226.4 , 47.9
220.2 , 47.8
213.9 , 47.7
207.7 , 47.6
201.4 , 47.6
195.2 , 47.5
188.9 , 47.4
182.6 , 47.3
176.4 , 47.2
170.1 , 47.2
163.8 , 47.1
157.5 , 47.0
151.2 , 46.9
144.8 , 46.9
138.5 , 46.8
132.2 , 46.7
125.8 , 46.6
119.5 , 46.5
113.1 , 46.5
106.7 , 46.4
100.4 , 46.3
94.0 , 46.2
87.6 , 46.1
81.2 , 46.1
74.8 , 46.0
68.3 , 45.9
61.9 , 45.8
55.5 , 45.7
49.0 , 45.7
42.6 , 45.6
36.1 , 45.5
29.6 , 45.4
23.1 , 45.3
16.6 , 45.3
10.1 , 45.2
3.6 , 45.1
357.1 , 45.0
350.6 , 44.9
344.0 , 44.9
337.5 , 44.8
330.9 , 44.7
324.4 , 44.6
317.8 , 44.5
311.2 , 44.5
304.6 , 44.4
298.0 , 44.3
291.4 , 44.2
284.8 , 44.1
278.1 , 44.0
271.5 , 44.0
264.8 , 43.9
258.2 , 43.8
251.5 , 43.7
244.8 , 43.6
238.1 , 43.5
231.4 , 43.5
224.7 , 43.4
218.0 , 43.3
211.2 , 43.2
204.5 , 43.1
197.7 , 43.0
191.0 , 43.0
184.2 , 42.9
177.4 , 42.8
170.6 , 42.7
163.8 , 42.6
157.0 , 42.5
150.1 , 42.4
143.3 , 42.4
136.4 , 42.3
129.6 , 42.2
122.7 , 42.1
115.8 , 42.0
108.9 , 41.9
102.0 , 41.9
95.0 , 41.8
88.1 , 41.7
81.2 , 41.6
74.2 , 41.5
67.2 , 41.4
60.2 , 41.3
53.3 , 41.2
46.2 , 41.2
39.2 , 41.1
32.2 , 41.0
25.1 , 40.9
18.1 , 40.8
11.0 , 40.7
3.9 , 40.6
356.8 , 40.5
349.7 , 40.5
342.6 , 40.4
335.5 , 40.3
328.3 , 40.2
321.2 , 40.1
314.0 , 40.0
306.8 , 39.9
299.6 , 39.8
292.4 , 39.7
285.2 , 39.7
277.9 , 39.6
270.7 , 39.5
263.4 , 39.4
256.1 , 39.3
248.8 , 39.2
241.5 , 39.1
234.2 , 39.0
226.9 , 38.9
219.5 , 38.8
212.1 , 38.7
204.7 , 38.7
197.3 , 38.6
189.9 , 38.5
182.5 , 38.4
175.1 , 38.3
167.6 , 38.2
160.1 , 38.1
152.6 , 38.0
145.1 , 37.9
137.6 , 37.8
130.1 , 37.7
122.5 , 37.6
115.0 , 37.5
107.4 , 37.4
99.8 , 37.4
92.2 , 37.3
84.5 , 37.2
76.9 , 37.1
69.2 , 37.0
61.5 , 36.9
53.8 , 36.8
46.1 , 36.7
38.4 , 36.6
30.6 , 36.5
22.8 , 36.4
15.0 , 36.3
7.2 , 36.2
359.4 , 36.1
351.6 , 36.0
343.7 , 35.9
335.8 , 35.8
327.9 , 35.7
320.0 , 35.6
312.1 , 35.5
304.1 , 35.4
296.1 , 35.3
288.1 , 35.2
280.1 , 35.1
272.1 , 35.0
264.0 , 34.9
255.9 , 34.8
247.8 , 34.7
239.7 , 34.6
231.6 , 34.5
223.4 , 34.4
215.2 , 34.3
207.0 , 34.2
198.8 , 34.1
190.6 , 34.0
182.3 , 33.9
174.0 , 33.8
165.7 , 33.7
157.4 , 33.6
149.0 , 33.5
140.6 , 33.4
132.2 , 33.3
123.8 , 33.2
115.4 , 33.1
106.9 , 33.0
98.4 , 32.9
89.9 , 32.8
81.3 , 32.7
72.7 , 32.6
64.1 , 32.4
55.5 , 32.3
46.9 , 32.2
38.2 , 32.1
29.5 , 32.0
20.8 , 31.9
12.0 , 31.8
3.2 , 31.7
354.4 , 31.6
345.6 , 31.5
336.7 , 31.4
327.8 , 31.2
318.9 , 31.1
310.0 , 31.0
301.0 , 30.9
292.0 , 30.8
282.9 , 30.7
273.9 , 30.6
264.8 , 30.5
255.7 , 30.4
246.5 , 30.2
237.3 , 30.1
228.1 , 30.0
218.8 , 29.9
209.5 , 29.8
200.2 , 29.7
190.9 , 29.5
181.5 , 29.4
172.1 , 29.3
162.6 , 29.2
153.1 , 29.1
143.6 , 29.0
134.0 , 28.8
124.4 , 28.7
114.8 , 28.6
105.1 , 28.5
95.4 , 28.4
85.7 , 28.2
75.9 , 28.1
66.1 , 28.0
56.2 , 27.9
46.3 , 27.8
36.4 , 27.6
26.4 , 27.5
16.4 , 27.4
6.3 , 27.3
356.2 , 27.1
346.0 , 27.0
335.8 , 26.9
325.6 , 26.8
315.3 , 26.6
304.9 , 26.5
294.6 , 26.4
284.1 , 26.2
273.6 , 26.1
263.1 , 26.0
252.5 , 25.8
241.9 , 25.7
231.2 , 25.6
220.5 , 25.5
209.7 , 25.3
198.9 , 25.2
188.0 , 25.0
177.0 , 24.9
166.0 , 24.8
155.0 , 24.6
143.8 , 24.5
132.7 , 24.4
121.4 , 24.2
110.1 , 24.1
98.7 , 23.9
87.3 , 23.8
75.8 , 23.7
64.3 , 23.5
52.6 , 23.4
40.9 , 23.2
29.2 , 23.1
17.3 , 22.9
5.4 , 22.8
353.4 , 22.6
341.4 , 22.5
329.2 , 22.3
317.0 , 22.2
304.7 , 22.0
292.4 , 21.9
279.9 , 21.7
267.4 , 21.6
254.7 , 21.4
242.0 , 21.3
229.2 , 21.1
216.3 , 20.9
203.3 , 20.8
190.2 , 20.6
177.0 , 20.5
163.7 , 20.3
150.3 , 20.1
136.8 , 20.0
123.1 , 19.8
109.4 , 19.6
95.5 , 19.4
81.6 , 19.3
67.5 , 19.1
53.2 , 18.9
38.9 , 18.7
24.4 , 18.6
9.8 , 18.4
355.0 , 18.2
340.1 , 18.0
325.0 , 17.8
309.8 , 17.6
294.4 , 17.5
278.9 , 17.3
263.2 , 17.1
247.3 , 16.9
231.2 , 16.7
214.9 , 16.5
198.4 , 16.3
181.8 , 16.1
164.9 , 15.8
147.8 , 15.6
130.4 , 15.4
112.9 , 15.2
95.0 , 15.0
76.9 , 14.8
58.5 , 14.5
39.9 , 14.3
20.9 , 14.1
1.6 , 13.8
342.0 , 13.6
322.0 , 13.3
301.7 , 13.1
280.9 , 12.8
259.7 , 12.6
238.1 , 12.3
216.0 , 12.0
193.4 , 11.8
170.2 , 11.5
146.5 , 11.2
122.0 , 10.9
96.9 , 10.6
71.1 , 10.3
44.3 ,  9.9
16.7 ,  9.6
348.0 ,  9.3
318.1 ,  8.9
287.0 ,  8.5
254.3 ,  8.1
219.8 ,  7.7
183.3 ,  7.3
144.3 ,  6.8
102.1 ,  6.3
55.9 ,  5.7
4.3 ,  5.1
304.8 ,  4.4
231.8 ,  3.6
128.7 ,  2.6
270.0 ,  0.0
